Date,High,Low,Open,Close,Volume
2007-01-02,54902.62104752219,54417.47270247781,54740.9049325074,54660.046875,685537.0
2007-01-03,55468.63274326071,54579.194025803175,54740.91015625,54740.91015625,861362.0
2007-01-04,54579.19658334895,53447.18361717579,54579.19658334895,53932.33203125,1219259.0
2007-01-05,54094.04144333844,52638.5963820827,53447.17697166922,52800.3125,1359937.0
2007-01-08,52476.8828125,51749.16024653313,51749.16024653313,52476.8828125,886974.0
2007-01-09,53366.31613372093,51749.15503875969,52476.877531492246,52153.4453125,1190861.0
2007-01-10,52072.60556102362,50859.73431348425,51749.17322834646,51344.8828125,1088401.0
2007-01-11,52234.30720608373,51264.01047779734,51264.01047779734,51668.30078125,730780.0
2007-01-12,52557.732849121094,51506.57819213867,52153.44259643555,51749.15234375,1480822.0
2007-01-15,51991.73566083268,51425.72920729329,51910.87759604134,51830.01953125,825325.0
2007-01-16,53204.59879807692,51506.5796875,51587.437740384616,52557.734375,1667538.0
2007-01-17,53608.899695648004,52396.02866180982,53366.325488880364,52719.4609375,1150767.0
2007-01-18,53285.460101893885,52396.02146589869,53285.460101893885,52994.37109375,750181.0
2007-01-19,52476.87479858398,51668.294293212886,52476.87479858398,51749.15234375,891958.0
2007-01-22,52881.16914183436,51506.582176373835,51668.29828995743,52234.3046875,619116.0
2007-01-23,52719.45175057871,51910.871202256945,51910.871202256945,52396.01953125,513358.0
2007-01-24,54255.7564948694,52881.16951958955,52962.02757695895,54174.8984375,1591639.0
2007-01-25,54983.48026315789,53204.60296052631,54983.48026315789,53770.609375,903100.0
2007-01-26,54255.757730263154,52881.170723684205,52962.02878289473,53770.609375,777070.0
2007-01-29,54660.05465236132,53528.04168618815,53770.615893225266,53932.33203125,1071146.0
2007-01-30,54417.477825598806,53770.61330464072,53932.32943488024,54013.1875,467571.0
2007-01-31,55145.196465163935,54013.18363450075,54094.04169383383,54255.7578125,734070.0
2007-02-01,55549.49083180147,54174.90372242647,54174.90372242647,54983.484375,1210336.0
2007-02-02,56681.492114747496,55226.04723876254,55468.62138476003,56438.91796875,2061911.0
2007-02-05,56519.77601741583,54660.040898101724,56519.77601741583,56438.91796875,1763378.0
2007-02-06,56438.93094429348,54983.485733695656,56438.93094429348,55792.06640625,1248838.0
2007-02-07,56196.35672534571,55226.05991857715,55792.06638919214,55549.4921875,699625.0
2007-02-08,55711.20693893095,54579.194025803175,55549.49080848412,54740.91015625,1265964.0
2007-02-09,55468.63276654412,54417.47791819853,54417.47791819853,54983.484375,643128.0
2007-02-12,55792.05981979927,54417.47283873175,54417.47283873175,55387.76953125,710280.0
2007-02-13,55792.06638919214,54740.91151519287,54983.48571688501,55549.4921875,639000.0
2007-02-14,56924.076785714286,56034.6380859375,56438.92840401786,56600.64453125,1247322.0
2007-02-15,57409.223869302,56681.501313212255,57409.223869302,56762.359375,763871.0
2007-02-16,58298.66139468401,56843.21631132158,57328.36467244239,57894.37109375,1453010.0
2007-02-20,59188.09755940083,58136.94282132404,58217.80087809917,58702.94921875,1250386.0
2007-02-21,59915.82542273116,58783.81252675513,59592.39316673801,59026.38671874999,1233062.0
2007-02-22,59349.80838362069,58217.79568965517,59268.950334051726,58622.0859375,1260848.0
2007-02-23,58541.24216573816,57409.22919568245,58298.66795786908,58056.09375,1592999.0
2007-02-26,57570.941378702395,56519.78655015867,57409.22525123413,57328.3671875,1763187.0
2007-02-27,57409.22253922967,56034.63552068474,57409.22253922967,56681.5,1091087.0
2007-02-28,56196.34765625001,54902.61878934353,54983.47684352518,56196.34765625001,1162436.0
2007-03-05,55953.77722364568,54740.90633006955,54902.62244921303,55226.0546875,1670998.0
2007-03-06,56277.209542815675,55549.48700562409,55549.48700562409,55711.203125,1121681.0
2007-03-07,56034.63399292883,55064.33730041058,56034.63399292883,55387.76953125,1151881.0
2007-03-08,54983.490887334316,54417.48436349411,54902.6328125,54902.6328125,1519201.0
2007-03-09,55306.91661281388,54417.47789535635,55145.20048236706,54740.91015625,1092960.0
2007-03-12,55953.78254076087,54821.76959918479,54983.485733695656,55792.06640625,937286.0
2007-03-13,55792.06507379737,55145.20055120262,55711.20700847303,55468.6328125,629245.0
2007-03-14,55145.20703700295,54498.34243832843,54579.200513162745,54902.6328125,560293.0
2007-03-15,55630.34237938596,54740.90376576206,55145.194044682015,55306.91015625,590200.0
2007-03-16,55630.34498535871,54983.48050878477,55630.34498535871,55226.0546875,479497.0
2007-03-19,55792.06638919214,55064.34378411572,55387.77605303858,55549.4921875,475293.0
2007-03-20,55549.4842717511,54579.187603248894,55549.4842717511,55064.3359375,830538.0
2007-03-21,55145.19522004438,54336.61464497042,54983.47910502959,54660.046875,775960.0
2007-03-22,55145.19913168647,54174.90237277117,54983.48300520059,54417.4765625,1053000.0
2007-03-23,54579.19658334895,53366.32554816342,54174.906238287105,53932.33203125,1287545.0
2007-03-26,53851.468714649316,53042.88810331825,53528.03647011689,53608.89453125,1020431.0
2007-03-27,54336.61708144796,53042.88810331825,53366.32034785068,53608.89453125,737800.0
2007-03-28,53528.03636276758,52557.73963111621,53204.60411888379,52881.171875,1501627.0
2007-03-29,53447.17962786259,52638.5989980916,52881.1731870229,52962.03125,897332.0
2007-03-30,54013.19007658851,52962.03517988843,53285.46745579614,53447.18359375,1089786.0
2007-04-02,56358.067521504396,54660.048270497806,54821.76438964129,55226.0546875,3265362.0
2007-04-03,55872.92309283088,54740.91017922794,55792.06502757353,54983.484375,1162700.0
2007-04-04,55226.05586170015,54013.18494233631,55064.3397391183,54336.6171875,1622717.0
2007-04-05,54902.61956292229,53608.89067778716,54417.47123099662,53851.46484375,1257232.0
2007-04-06,53932.32936385622,52800.31645367033,53770.61323382967,53285.46484375,1622198.0
2007-04-09,53770.615857712764,52881.17709916413,53285.467443958965,53204.609375,1170234.0
2007-04-10,53851.47260273973,53042.89193302891,53366.32420091324,53123.75,958315.0
2007-04-11,54094.04289804864,53123.74616445135,53123.74616445135,53608.89453125,1004500.0
2007-04-12,53608.89840182648,52638.60159817351,53608.89840182648,53123.75,1610709.0
2007-04-13,53204.60935103527,52638.60286857745,52881.17707534509,52719.4609375,1231740.0
